features,location,price
 673 m²  253 m²  3 hab.  3 baños  6 estac. ,"Llano Chico, Quito",USD 200.000
 1000 m²  380 m²  3 baños  4 estac. ,"Los Chillos, Quito",USD 450.000
 159 m²  125 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 75.000
 275 m²  275 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 350.000
 750 m²  550 m²  5 hab.  5 baños  4 estac. ,"Nayón, Quito",USD 490.000
 235 m²  235 m²  3 hab.  5 baños  5 estac. ,"Tumbaco, Quito",USD 290.000
 157 m²  133 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 118.000
 120 m²  97 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 90.000
 167 m²  167 m²  3 hab.  2 baños  4 estac. ,"Sangolqui, Quito",USD 159.900
 119 m²  119 m²  2 hab.  1 baño  6 estac. ,"Mitad del Mundo, Quito",USD 99.000
 2260 m²  1070 m²  7 hab.  11 baños  10 estac. ,"Tumbaco, Quito",USD 1.600.000
 550 m²  450 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 700.000
 1261 m²  395 m²  7 hab.  7 baños  8 estac. ,"Pifo, Quito",USD 450.000
 266 m²  266 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 290.000
 152 m²  100 m²  3 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 138.000
 579 m²  310 m²  5 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 285.000
 243 m²  192 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 130.000
 107 m²  107 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 105.000
 480 m²  446 m²  6 hab.  6 baños  4 estac. ,"Amagasí, Quito",USD 420.000
 283 m²  283 m²  4 baños ,"Carapungo, Quito",USD 70.000
 3500 m²  800 m²  4 hab.  5 baños ,"Cumbayá, Quito",USD 1.800.000
 160 m²  142 m²  3 hab.  2 baños  1 estac. ,"Pomasqui, Quito",USD 115.000
 282 m²  280 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 340.000
 1300 m²  750 m²  4 hab.  3 baños  4 estac. ,"Miravalle, Quito",USD 1.500.000
 150 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 129.000
 87 m²  87 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 80.000
 800 m²  480 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 670.000
 297 m²  178 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 185.000
 318 m²  318 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 405.000
 330 m²  200 m²  5 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 220.000
 1626 m²  483 m²  4 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 600.000
 187 m²  137 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 160 m²  160 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 89.500
 510 m²  380 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 599.000
 166 m²  166 m²  2 baños  2 estac. ,"Checa, Quito",USD 320.000
 1700 m²  481 m²  4 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 1.350.000
 515 m²  500 m²  3 hab.  4 baños ,"Nayón - Tanda, Quito",USD 600.000
 1440 m²  440 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 600.000
 1000 m²  700 m²  4 hab.  5 baños  8 estac. ,"Nayón - Tanda, Quito",USD 2.650.000
 303 m²  163 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 147.000
 124 m²  4 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 64.999
 1800 m²  400 m²  5 hab.  4 baños  5 estac. ,"Pifo, Quito",USD 295.000
 157 m²  146 m²  4 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 145.000
 149 m²  116 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 119.500
 120 m²  120 m²  3 hab.  3 baños  1 estac. ,"Yaruqui, Quito",USD 103.000
 162 m²  162 m²  30 hab.  2 baños  3 estac. ,"Sangolqui, Quito",USD 140.000
 430 m²  260 m²  4 hab.  4 baños  6 estac. ,"Nayón - Tanda, Quito",USD 270.000
 424 m²  321 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 550.000
 160 m²  128 m²  3 hab.  2 baños  1 estac. ,"San Carlos, Quito",USD 127.000
 200 m²  154 m²  3 hab.  4 baños  2 estac. ,"El Pinar, Quito",USD 155.000
 191 m²  143 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 105.000
 500 m²  350 m²  4 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 800 m²  800 m²  3 hab.  2 baños  7 estac. ,"Calderón, Quito",USD 350.000
 1100 m²  1100 m²  6 hab.  6 baños  4 estac. ,"Tumbaco, Quito",USD 1.250.000
 367 m²  367 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 440.000
 150 m²  109 m²  3 hab.  2 baños  1 estac. ,"Mitad del Mundo, Quito",USD 85.000
 1000 m²  450 m²  9 hab.  6 baños  10 estac. ,"Sur de Quito, Quito",USD 280.000
 192 m²  41 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 65.000
 1162 m²  600 m²  3 hab.  6 baños  6 estac. ,"Sangolqui, Quito",USD 500.000
 59 m²  59 m²  2 baños ,"Mitad del Mundo, Quito",USD 55.000
 131 m²  131 m²  3 hab.  2 baños ,"Sur de Quito, Quito",USD 57.000
 400 m²  400 m²  4 hab.  4 baños  4 estac. ,"Los Chillos, Quito",USD 430.000
 200 m²  200 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 110.000
 240 m²  168 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 226.000
 194 m²  120 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 149.500
 155 m²  155 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 185.000
 1746 m²  733 m²  4 hab.  5 baños  3 estac. ,"Cumbayá, Quito",USD 1.380.000
 809 m²  604 m²  3 hab.  4 baños ,"Cumbayá, Quito",USD 650.000
 123 m²  108 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 85.000
 358 m²  180 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 144.000
 1740 m²  237 m²  3 hab.  4 baños  6 estac. ,"Guayllabamba, Quito",USD 225.000
 72 m²  103 m²  3 hab.  1 baño ,"Mitad del Mundo, Quito",USD 55.000
 127 m²  107 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 73.000
 1200 m²  675 m²  5 hab.  6 baños  6 estac. ,"Cumbayá, Quito",USD 4.800
 128 m²  128 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 89.000
 330 m²  290 m²  3 hab.  3 baños  3 estac. ,"Puembo, Quito",USD 335.000
 92 m²  84 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 49.999
 135 m²  135 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 110.000
 113 m²  89 m²  2 hab.  2 baños  2 estac. ,"Granda Centeno, Quito",USD 160.000
 613 m²  400 m²  3 hab.  3 baños  4 estac. ,"Ruta Viva, Quito",USD 489.000
 225 m²  190 m²  3 hab.  2 baños ,"Carcelén, Quito",USD 105.000
 1500 m²  700 m²  4 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 790.000
 118 m²  118 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 87.000
 240 m²  200 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 960 m²  960 m²  5 hab.  6 baños  8 estac. ,"Cumbayá, Quito",USD 2.770.000
 3000 m²  1200 m²  5 hab.  5 baños  15 estac. ,"Monteserrín, Quito",USD 1.800.000
 210 m²  210 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 200.000
 116 m²  92 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 85.000
 191 m²  191 m²  3 hab.  2 baños  2 estac. ,"Comité del Pueblo, Quito",USD 192.000
 980 m²  500 m²  4 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 680.000
 150 m²  120 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 130.000
 1000 m²  160 m²  4 hab.  2 baños  3 estac. ,"Guayllabamba, Quito",USD 145.000
 168 m²  168 m²  3 hab.  3 baños  1 estac. ,"Los Chillos, Quito",USD 170.000
 620 m²  540 m²  4 hab.  3 baños  6 estac. ,"Cumbayá, Quito",USD 397.999
 259 m²  167 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 135.000
 175 m²  138 m²  4 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 120.000
 160 m²  148 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 108.000
 150 m²  120 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 66.000
 170 m²  155 m²  4 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 129.000
 139 m²  118 m²  3 hab.  2 baños ,"Calderón, Quito",USD 89.000
 200 m²  200 m²  3 hab.  2 baños  3 estac. ,"Calderón, Quito",USD 149.000
 420 m²  350 m²  3 hab.  2 baños  4 estac. ,"La Armenia, Quito",USD 230.000
 180 m²  162 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 145.000
 500 m²  330 m²  5 baños  6 estac. ,"Quito Tenis, Quito",USD 480.000
 70 m²  103 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 66.000
 130 m²  120 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 115.000
 3466 m²  400 m²  4 hab.  4 baños  3 estac. ,"Pifo, Quito",USD 815.900
 625 m²  230 m²  3 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 235.000
 500 m²  180 m²  4 hab.  3 baños  4 estac. ,"Los Chillos, Quito",USD 150.000
 292 m²  252 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 165.900
 122 m²  110 m²  4 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 65.000
 260 m²  200 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 168.000
 223 m²  126 m²  3 hab.  2 baños  3 estac. ,"Calderón, Quito",USD 119.900
 96 m²  65 m²  3 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 58.000
 210 m²  181 m²  4 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 165.000
 155 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 109.000
 500 m²  500 m²  3 hab.  3 baños  4 estac. ,"Centro Norte, Quito",USD 750.000
 1900 m²  900 m²  4 hab.  6 baños  6 estac. ,"Monteserrín, Quito",USD 1.750.000
 580 m²  580 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 620.000
 140 m²  130 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 86.000
 242 m²  160 m²  2 baños  1 estac. ,"Sur de Quito, Quito",USD 69.900
 177 m²  177 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 86.900
 216 m²  187 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 245.000
 1116 m²  585 m²  4 hab.  4 baños  2 estac. ,"Miravalle, Quito",USD 800.000
 136 m²  136 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 102.000
 333 m²  207 m²  3 hab.  3 baños ,"Puembo, Quito",USD 272.500
 787 m²  365 m²  4 hab.  3 baños  4 estac. ,"Los Chillos, Quito",USD 430.000
 200 m²  171 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 210 m²  157 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 135.000
 1200 m²  400 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 950.000
 120 m²  120 m²  4 hab.  3 baños  1 estac. ,"Calderón, Quito",USD 63.000
 205 m²  205 m²  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 250.000
 110 m²  110 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 95.000
 162 m²  162 m²  3 hab.  4 baños  2 estac. ,"Sangolqui, Quito",USD 124.000
 165 m²  135 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 89.000
 600 m²  400 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 470.000
 230 m²  230 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 249.000
 814 m²  173 m²  3 hab.  3 baños  6 estac. ,"Tumbaco, Quito",USD 270.000
 1100 m²  1100 m²  4 hab.  4 baños  7 estac. ,"Cumbayá, Quito",USD 1.600.000
 1500 m²  500 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 750.000
 240 m²  190 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 118 m²  118 m²  3 hab.  2 baños  2 estac. ,"Centro Norte, Quito",USD 99.500
 405 m²  324 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 275.000
 150 m²  140 m²  4 hab.  3 baños  1 estac. ,"Los Chillos, Quito",USD 90.000
 130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 110.000
 4500 m²  980 m²  6 hab.  7 baños  10 estac. ,"San Rafael, Quito",USD 790.000
 556 m²  506 m²  4 hab.  4 baños  5 estac. ,"Cumbayá, Quito",USD 650.000
 418 m²  258 m²  4 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 170.000
 3000 m²  880 m²  5 hab.  6 baños  7 estac. ,"Los Chillos, Quito",USD 1.150.000
 210 m²  165 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 153.000
 425 m²  325 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 430.000
 122 m²  97 m²  3 hab.  2 baños ,"Conocoto, Quito",USD 83.000
 150 m²  150 m²  2 baños  1 estac. ,"Conocoto, Quito",USD 95.000
 1460 m²  460 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 780.000
 250 m²  168 m²  3 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 169.000
 1100 m²  610 m²  5 hab.  5 baños ,"Cumbayá, Quito",USD 1.600.000
 2453 m²  289 m²  5 hab.  5 baños  4 estac. ,"Tumbaco, Quito",USD 450.000
 1100 m²  570 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 680.000
 145 m²  145 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 170.000
 590 m²  450 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 590.000
 635 m²  460 m²  3 hab.  4 baños  2 estac. ,"Sangolqui, Quito",USD 325.000
 118 m²  106 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 115.000
 263 m²  263 m²  3 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 290.000
 193 m²  163 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 194.000
 210 m²  120 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 98.000
 135 m²  120 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 125.000
 540 m²  201 m²  4 hab.  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 375.404
 504 m²  504 m²  6 hab.  5 baños  6 estac. ,"Sur de Quito, Quito",USD 259.000
 115 m²  115 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 105.000
 557 m²  557 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 497.000
 2630 m²  450 m²  3 hab.  2 baños  4 estac. ,"Lumbisí, Quito",USD 850.000
 446 m²  446 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 390.000
 151 m²  151 m²  2 hab.  2 baños  1 estac. ,"Checa, Quito",USD 265.000
 125 m²  125 m²  3 hab.  3 baños  2 estac. ,"Yaruqui, Quito",USD 105.000
 70 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 750 m²  400 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 395.000
 250 m²  250 m²  3 hab.  3 baños ,"Cumbayá, Quito",USD 260.000
 850 m²  830 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 1.500.000
 379 m²  306 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 349.900
 300 m²  300 m² ,"El Pinar, Quito",USD 330.000
 510 m²  400 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 385.000
 163 m²  104 m²  3 hab.  3 baños  2 estac. ,"Calderón, Quito",USD 68.000
 240 m²  184 m²  3 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 170.000
 350 m²  260 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 234.990
 190 m²  145 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 108.000
 1746 m²  733 m²  4 hab.  5 baños  3 estac. ,"Cumbayá, Quito",USD 1.380.000
 205 m²  2 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 260.000
 1000 m²  460 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 790.000
 234 m²  3 hab.  2 baños  4 estac. ,"San Rafael, Quito",USD 148.000
 205 m²  205 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 255.000
 47 m²  47 m²  1 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 78.000
 395 m²  395 m²  4 hab.  3 baños  8 estac. ,"La Armenia, Quito",USD 349.990
 195 m²  195 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 129.000
 600 m²  380 m²  3 hab.  3 baños ,"Cumbayá, Quito",USD 490.000
 220 m²  155 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 138.000
 600 m²  600 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 800.000
 217 m²  217 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 217.000
 234 m²  184 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 225.000
 760 m²  380 m²  7 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 165.000
 160 m²  142 m²  3 hab.  2 baños  1 estac. ,"Pomasqui, Quito",USD 115.000
 500 m²  350 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 375.000
 242 m²  188 m²  5 hab.  4 baños  4 estac. ,"Sangolqui, Quito",USD 109.000
 1390 m²  600 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 1.500.000
 279 m²  157 m²  6 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 115.000
 436 m²  216 m²  3 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 195.000
 201 m²  102 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 95.000
 501 m²  410 m²  4 baños  4 estac. ,"Amagasí, Quito",USD 365.000
 305 m²  205 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 450 m²  450 m²  4 hab.  4 baños  3 estac. ,"Miravalle, Quito",USD 550.000
 400 m²  300 m²  2 baños  3 estac. ,"Los Chillos, Quito",USD 200.000
 200 m²  200 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 233.000
 96 m²  96 m²  3 hab.  1 baño  1 estac. ,"La Armenia, Quito",USD 80.000
 900 m²  900 m²  10 hab.  8 baños  10 estac. ,"Norte de Quito, Quito",USD 2.700
 279 m²  279 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 142.000
 312 m²  286 m²  2 baños  2 estac. ,"Los Chillos, Quito",USD 175.000
 200 m²  200 m²  2 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 78.000
 303 m²  240 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 674 m²  543 m²  11 hab.  8 baños  3 estac. ,"Sur de Quito, Quito",USD 270.000
 590 m²  520 m²  7 hab.  3 baños  4 estac. ,"Calderón, Quito",USD 200.000
 141 m²  122 m²  2 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 60.000
 192 m²  41 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 65.000
 200 m²  176 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 210.000
 107 m²  107 m²  3 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 53.000
 500 m²  500 m²  4 hab.  5 baños  4 estac. ,"Puembo, Quito",USD 950.000
 125 m²  125 m²  3 hab.  3 baños  2 estac. ,"Yaruqui, Quito",USD 105.000
 79 m²  79 m²  3 hab.  1 baño  1 estac. ,"Sangolqui, Quito",USD 65.000
 688 m²  429 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 650.000
 120 m²  80 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 99.900
 127 m²  116 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 112.999
 159 m²  125 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 75.000
 108 m²  86 m²  3 hab.  1 baño  1 estac. ,"Carcelén, Quito",USD 64.000
 60 m²  50 m²  2 hab.  1 baño  1 estac. ,"La Armenia, Quito",USD 45.000
 205 m²  205 m²  4 baños  2 estac. ,"Nayón - Tanda, Quito",USD 250.000
 175 m²  138 m²  4 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 120.000
 157 m²  119 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 121.000
 370 m²  305 m²  3 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 184.999
 265 m²  198 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 220.000
 184 m²  184 m²  3 hab.  2 baños  5 estac. ,"Sur de Quito, Quito",USD 135.000
 750 m²  750 m²  4 hab.  6 baños  4 estac. ,"Los Chillos, Quito",USD 890.000
 134 m²  134 m²  5 hab.  2 baños  4 estac. ,"Sur de Quito, Quito",USD 80.000
 300 m²  220 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 275.000
 230 m²  132 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 119.000
 140 m²  140 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 102.900
 210 m²  120 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 98.000
 125 m²  125 m²  2 baños  2 estac. ,"Las Casas, Quito",USD 110.000
 625 m²  230 m²  3 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 235.000
 297 m²  178 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 185.000
 290 m²  290 m²  11 hab.  4 baños  1 estac. ,"Sur de Quito, Quito",USD 93.000
 291 m²  191 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 219.000
 1740 m²  480 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 850.000
 140 m²  130 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 86.000
 100 m²  156 m²  3 hab.  2 baños  2 estac. ,"El Condado, Quito",USD 112.000
 220 m²  220 m²  4 hab.  2 baños  3 estac. ,"Carcelén, Quito",USD 160.000
 177 m²  177 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 86.900
 113 m²  89 m²  2 hab.  2 baños  2 estac. ,"Granda Centeno, Quito",USD 160.000
 315 m²  192 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 174.911
 253 m²  183 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 155.000
 2500 m²  800 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 3.600
 100 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 72.000
 217 m²  164 m²  3 hab.  2 baños  2 estac. ,"Comité del Pueblo, Quito",USD 198.483
 310 m²  244 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 220.000
 106 m²  106 m²  2 hab.  2 baños  2 estac. ,"Checa, Quito",USD 250.000
 150 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 129.000
 190 m²  185 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 155.000
 1600 m²  800 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.300.000
 242 m²  188 m²  5 hab.  4 baños  4 estac. ,"Sangolqui, Quito",USD 109.000
 500 m²  500 m²  3 hab.  3 baños  4 estac. ,"Centro Norte, Quito",USD 750.000
 650 m²  200 m²  4 hab.  1 baño  10 estac. ,"Calderón, Quito",USD 150.000
 187 m²  137 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 1423 m²  900 m²  4 hab.  6 baños  3 estac. ,"Cumbayá, Quito",USD 1.100.000
 135 m²  135 m²  3 hab.  2 baños  1 estac. ,"La Armenia, Quito",USD 135.000
 406 m²  406 m²  4 hab.  4 baños  4 estac. ,"Monteserrín, Quito",USD 595.875
 200 m²  140 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 98.000
 170 m²  150 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 137.000
 279 m²  190 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 195.000
 424 m²  321 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 550.000
 200 m²  170 m²  4 hab.  2 baños ,"Cumbayá, Quito",USD 190.000
 352 m²  314 m²  3 hab.  3 baños  3 estac. ,"Norte de Quito, Quito",USD 215.000
 15200 m²  700 m²  4 hab.  6 baños  10 estac. ,"Puembo, Quito",USD 3.000.000
 579 m²  310 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 385.000
 138 m²  124 m²  4 hab.  2 baños  1 estac. ,"El Pinar, Quito",USD 100.000
 645 m²  450 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 790.000
 155 m²  117 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 125.000
 558 m²  558 m²  4 hab.  4 baños  6 estac. ,"Cumbayá, Quito",USD 740.000
 245 m²  220 m²  4 hab.  5 baños  2 estac. ,"Tumbaco, Quito",USD 200.000
 352 m²  247 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 275.000
 539 m²  414 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 695.500
 140 m²  110 m²  3 hab.  2 baños  1 estac. ,"Carapungo, Quito",USD 75.000
 820 m²  320 m²  4 hab.  2 baños  10 estac. ,"Los Chillos, Quito",USD 330.000
 480 m²  446 m²  6 hab.  6 baños  4 estac. ,"Amagasí, Quito",USD 420.000
 267 m²  164 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 210.000
 500 m²  330 m²  5 baños  6 estac. ,"Quito Tenis, Quito",USD 480.000
 500 m²  410 m²  4 hab.  7 estac. ,"Centro Norte, Quito",USD 350.000
 208 m²  152 m²  3 hab.  2 baños  1 estac. ,"San Rafael, Quito",USD 125.000
 292 m²  252 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 165.900
